Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,cluster
HP,255 G6,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.2917705735660848,0.0378886075949367,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.5925925925925926,A6-Series 9220,0.1215686274509803,0.0,SSD,No,AMD,Radeon R4 Graphics,1
HP,ProBook 430,Notebook,0.385542168674699,0.0967741935483871,Windows 10,0.199501246882793,0.1567932489451476,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.2470588235294117,0.0,SSD,No,Intel,UHD Graphics 620,0
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3591022443890274,0.1002194092827004,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3042394014962594,0.0447257383966244,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 520,1
Asus,VivoBook Max,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3266832917705736,0.0695679324894514,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,0.6626506024096387,0.032258064516129,Linux,0.3266832917705736,0.040675105485232,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 520,1
Dell,Vostro 5471,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.2518703241895262,0.1189873417721519,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
Lenovo,IdeaPad 520S-14IKB,Notebook,0.4698795180722893,0.0967741935483871,No OS,0.2518703241895262,0.0717299578059071,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i3 7130U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.1770573566084788,0.1294514767932489,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
HP,250 G6,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.2917705735660848,0.0870886075949367,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
HP,250 G6,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.2917705735660848,0.0446734177215189,Standard,0.0,0.0,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.2411764705882353,0.0,HDD,No,AMD,Radeon 520,1
HP,Stream 14-AX040wm,Notebook,0.4698795180722893,0.032258064516129,Windows 10,0.1870324189526184,0.0092827004219409,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core N3060,0.0117647058823529,0.0,SSD,No,Intel,HD Graphics 400,2
Microsoft,Surface Laptop,Ultrabook,0.4096385542168675,0.032258064516129,Windows 10 S,0.1401496259351621,0.1544303797468354,Standard,0.3597413096200485,0.5287356321839081,Yes,No,No,Intel,0.5925925925925926,Core i5 7200U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 620,0
Dell,Inspiron 5370,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1770573566084788,0.1318143459915612,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 530,0
Dell,Inspiron 5570,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3765586034912719,0.1174683544303797,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 530,1
Dell,Latitude 5590,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2967581047381546,0.1556388185654008,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Apple,"MacBook 12""",Ultrabook,0.2289156626506024,0.0967741935483871,macOS,0.057356608478803,0.2254852320675105,Standard,0.3791430881164107,0.4827586206896552,No,Yes,Yes,Intel,0.1481481481481481,Core i5,0.2470588235294117,0.0,SSD,No,Intel,HD Graphics 615,0
HP,ProBook 440,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2344139650872818,0.1157805907172995,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Lenovo,IdeaPad 320-15AST,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3765586034912719,0.0379746835443038,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.5925925925925926,A6-Series 9220,0.0588235294117647,0.0,SSD,No,AMD,R4 Graphics,1
HP,Pavilion 15-CK000nv,Ultrabook,0.6626506024096387,0.0967741935483871,Windows 10,0.2842892768079801,0.0886075949367088,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 940MX,1
HP,250 G6,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3167082294264339,0.071728270042194,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,1
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1296758104738154,0.2489451476793249,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
Dell,Inspiron 7577,Gaming,0.6626506024096387,0.0967741935483871,Windows 10,0.4887780548628429,0.1723206751054852,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7300HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1060,1
Asus,Zenbook UX430UA,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.1396508728179551,0.1476793248945147,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Acer,Spin 5,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.2019950124688279,0.1135864978902953,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
Dell,Inspiron 3567,Notebook,0.6626506024096387,0.032258064516129,Linux,0.3765586034912719,0.0524894514767932,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.4074074074074074,Core i3 6006U,0.1215686274509803,0.0,SSD,No,AMD,Radeon R5 M430,1
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,0.6626506024096387,0.064516129032258,Windows 10,0.3266832917705736,0.0680168776371308,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5555555555555555,Core i3 7100U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 920M,1
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3042394014962594,0.0919831223628692,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 530,1
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0295358649789029,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,AMD,0.2222222222222222,E-Series E2-9000e,0.2411764705882353,0.0,HDD,No,AMD,Radeon R2,1
HP,Envy 13-ad009n,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1720698254364089,0.1594936708860759,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,0
Microsoft,Surface Laptop,Ultrabook,0.4096385542168675,0.0967741935483871,Windows 10 S,0.1401496259351621,0.1967932489451477,Standard,0.3597413096200485,0.5287356321839081,Yes,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
HP,Pavilion 14-BK001nv,Notebook,0.4698795180722893,0.064516129032258,Windows 10,0.2219451371571073,0.0818565400843881,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,2
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.1521197007481297,0.1719831223628692,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,2
Lenovo,Thinkpad T470,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2219451371571073,0.22042194092827,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.6666666666666667,Core i7 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Lenovo,ThinkPad Yoga,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.1695760598503741,0.2067510548523206,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
HP,Probook 440,Notebook,0.4698795180722893,0.032258064516129,Windows 10,0.2344139650872818,0.0924894514767932,Standard,0.0,0.0,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,UHD Graphics 620,2
Dell,XPS 13,Ultrabook,0.385542168674699,0.0967741935483871,Windows 10,0.1296758104738154,0.2455696202531645,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,Spectre x360,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.14214463840399,0.2067493670886075,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,0
HP,Probook 440,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2344139650872818,0.1535864978902953,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.2470588235294117,0.0,SSD,No,Intel,UHD Graphics 620,2
Asus,VivoBook S15,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.2518703241895262,0.1593248945147679,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
Lenovo,IdeaPad 320-15IKBN,Notebook,0.6626506024096387,0.0967741935483871,No OS,0.3765586034912719,0.0767932489451476,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce 940MX,1
Acer,Aspire 3,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0467510548523206,Standard,0.0,0.0,No,No,No,AMD,0.7777777777777778,A9-Series 9420,0.1215686274509803,0.0,SSD,No,AMD,Radeon R5,1
HP,250 G6,Notebook,0.6626506024096387,0.032258064516129,No OS,0.2917705735660848,0.0143459915611814,Standard,0.0,0.0,No,No,No,Intel,0.2592592592592592,Celeron Dual Core N3060,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 400,1
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,0.4698795180722893,0.032258064516129,Windows 10 S,0.2394014962593516,0.0175510548523206,Standard,0.0,0.0,No,No,No,AMD,0.2222222222222222,E-Series 6110,0.0274509803921568,0.0,SSD,No,AMD,Radeon R2,2
HP,ProBook 470,Notebook,0.8674698795180725,0.0967741935483871,Windows 10,0.4513715710723192,0.1272573839662447,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Acer,Swift 3,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.2269326683291771,0.1198312236286919,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
Acer,Aspire A515-51G-37JS,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3765586034912719,0.0671729957805907,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i3 7130U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX130,1
HP,Probook 440,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2344139650872818,0.1373839662447257,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
HP,Envy 13-AD007nv,Notebook,0.385542168674699,0.032258064516129,Windows 10,0.1571072319201995,0.0886075949367088,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
Lenovo,ThinkPad E480,Notebook,0.4698795180722893,0.0967741935483871,Windows 10,0.2643391521197007,0.158990717299578,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,AMD,Radeon RX 550,2
Lenovo,Legion Y520-15IKBN,Gaming,0.6626506024096387,0.0967741935483871,No OS,0.4264339152119701,0.1172995780590717,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.7037037037037036,Core i7 7700HQ,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce GTX 1050M,1
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0722362869198312,Standard,0.0,0.0,No,No,No,Intel,0.5185185185185185,Core i5 6200U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520,1
HP,255 G6,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.2917705735660848,0.0329113924050632,Standard,0.0,0.0,No,No,No,AMD,0.5925925925925926,A6-Series 9220,0.1215686274509803,0.0,SSD,No,AMD,Radeon R4 Graphics,1
Asus,ZenBook UX430UA,Ultrabook,0.4698795180722893,0.0967741935483871,Windows 10,0.1396508728179551,0.1561181434599156,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,2
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3017456359102244,0.0546835443037974,Standard,0.0,0.0,No,No,No,Intel,0.5925925925925926,Core i5 7200U,0.0588235294117647,0.0,SSD,No,Intel,HD Graphics 620,1
HP,EliteBook 840,Ultrabook,0.4698795180722893,0.032258064516129,Windows 10,0.1970074812967581,0.1532489451476793,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.6666666666666667,Core i5 7500U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,0.6626506024096387,0.064516129032258,Windows 10,0.3042394014962594,0.0751054852320675,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,0.4698795180722893,0.032258064516129,Windows 10,0.2618453865336658,0.0767932489451476,Full HD,0.2239288601455133,0.2241379310344827,Yes,Yes,No,Intel,0.5555555555555555,Core i3 7100U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,2
Asus,ZenBook Flip,2 in 1 Convertible,0.385542168674699,0.0967741935483871,Windows 10,0.1022443890274314,0.1925738396624472,Full HD,0.2239288601455133,0.2241379310344827,Yes,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
Dell,Inspiron 5579,2 in 1 Convertible,0.6626506024096387,0.0967741935483871,Windows 10,0.2169576059850374,0.1476793248945147,Full HD,0.2239288601455133,0.2241379310344827,Yes,No,No,Intel,0.3333333333333333,Core i7 8550U,0.1215686274509803,0.0,SSD,No,Intel,UHD Graphics 620,1
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3516209476309227,0.0460759493670886,Standard,0.0,0.0,No,No,No,Intel,0.4814814814814815,Core i3 6006U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 520,1
Acer,Aspire A517-51G,Notebook,0.8674698795180725,0.032258064516129,Windows 10,0.5760598503740649,0.1064978902953586,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,1
Dell,Inspiron 3576,Notebook,0.6626506024096387,0.0967741935483871,Windows 10,0.3591022443890274,0.0935021097046413,Full HD,0.2239288601455133,0.2241379310344827,No,No,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,AMD,Radeon 520,1
Acer,Aspire A517-51G,Notebook,0.8674698795180725,0.0967741935483871,Windows 10,0.5760598503740649,0.1147679324894514,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.1215686274509803,0.0,SSD,No,Nvidia,GeForce MX150,1
HP,ProBook 430,Notebook,0.385542168674699,0.032258064516129,Windows 10,0.199501246882793,0.0978902953586497,Full HD,0.2239288601455133,0.2241379310344827,No,Yes,No,Intel,0.2592592592592592,Core i5 8250U,0.2411764705882353,0.0,HDD,No,Intel,UHD Graphics 620,0
Huawei,MateBook X,Ultrabook,0.3493975903614458,0.0967741935483871,Windows 10,0.0897755610972568,0.1983122362869198,Full HD,0.3209377526273241,0.4827586206896552,No,Yes,No,Intel,0.5925925925925926,Core i5 7200U,0.1215686274509803,0.0,SSD,No,Intel,HD Graphics 620,0
Lenovo,IdeaPad 320-15AST,Notebook,0.6626506024096387,0.032258064516129,No OS,0.3765586034912719,0.0227848101265822,Standard,0.0,0.0,No,No,No,AMD,0.7407407407407407,A6-Series 9220,0.2411764705882353,0.0,HDD,No,AMD,Radeon R4 Graphics,1
Toshiba,Satellite Pro,Notebook,0.6626506024096387,0.032258064516129,Windows 10,0.3266832917705736,0.0531645569620253,Standard,0.0,0.0,No,No,No,Intel,0.5555555555555555,Core i3 7100U,0.2411764705882353,0.0,HDD,No,Intel,HD Graphics 620,1
