k,coordinates,cluster_id,mse,center,radius
1,"[2.02, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400099273174
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.8, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937282214974733
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.26, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95410883636335
1,"[2.0, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400003091875
1,"[2.5, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9361161274983
1,"[2.3, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0641558417469
1,"[4.6, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.161345638491342
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936306677683088
1,"[2.25, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938164457850919
1,"[2.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.963349530429356
1,"[2.0, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400003091875
1,"[1.5, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944223913264967
1,"[2.19, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640635335242
1,"[3.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.001870389048175
1,"[4.42, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.131465844715787
1,"[2.38, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0642485586741
1,"[1.63, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940476656713482
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[4.6, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.161345638491342
1,"[2.05, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.9360986529214
1,"[1.45, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.945966003233128
1,"[1.26, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95410883636335
1,"[0.91, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.975408872207812
1,"[2.59, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.947818297323542
1,"[2.5, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944510710284243
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[2.8, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.957639251225457
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[1.4, 1800.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",734.9362414326633
1,"[2.13, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936603654438999
1,"[1.26, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0649110398091
1,"[2.18, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06405716163255
1,"[1.25, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06493597422383
1,"[1.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.947875138955384
1,"[2.06, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9360018871835
1,"[1.86, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06403100053984
1,"[2.32, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06417700121585
1,"[1.64, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940235220698517
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[4.42, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9386837894667
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[1.86, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06403100053984
1,"[1.83, 1800.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",734.9360186826674
1,"[1.4, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645973036331
1,"[1.3, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06481466839807
1,"[2.06, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9360018871835
1,"[1.6, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941241098710657
1,"[1.23, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.955614796115887
1,"[2.8, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.065088780169
1,"[1.42, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06455787018706
1,"[3.78, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.042199723770471
1,"[2.23, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937837391329458
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[2.18, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937136851813351
1,"[1.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.957180776128919
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.91, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936245943670064
1,"[2.06, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9360018871835
1,"[1.4, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645973036331
1,"[1.7, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938927095671913
1,"[1.32, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.951277049463048
1,"[3.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.969725661140235
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[2.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.963349530429356
1,"[1.75, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938020999108296
1,"[2.04, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400330105583
1,"[2.09, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936297595113738
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.44, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.94633446868497
1,"[2.18, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06405716163255
1,"[1.42, 1440.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",374.9364420039881
1,"[2.3, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.939099235556354
1,"[1.9, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640154195215
1,"[2.5, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944510710284243
1,"[3.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.98447198835516
1,"[1.86, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06403100053984
1,"[2.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949041073252841
1,"[1.98, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936008266260448
1,"[1.65, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940000474223568
1,"[2.3, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0641558417469
1,"[1.29, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.936227425255
1,"[1.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.962833941797271
1,"[0.69, 1200.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",134.94231725092703
1,"[1.09, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.936374596191
1,"[1.86, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936616560981957
1,"[1.15, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06520383271027
1,"[1.25, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.954604152895538
1,"[1.5, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06441360144385
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[2.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949041073252841
1,"[1.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940724781944162
1,"[2.36, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0642233596797
1,"[1.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.962833941797271
1,"[2.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949041073252841
1,"[1.71, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938732492745174
1,"[2.4, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0642751041762
1,"[0.69, 1200.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",134.94231725092703
1,"[1.54, 1440.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",374.93627694749665
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[1.29, 1800.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",734.9363388268741
1,"[2.5, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944510710284243
1,"[2.5, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944510710284243
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.09, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.963435897206244
1,"[1.5, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06441360144385
1,"[2.3, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.939099235556354
1,"[1.78, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937557649421825
1,"[1.7, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938927095671913
1,"[1.91, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936245943670064
1,"[2.3, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9360422809955
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.37, 1600.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",534.936365948334
1,"[1.28, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.953138216769096
1,"[2.65, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.950323948657449
1,"[1.86, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936616560981957
1,"[2.7, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95259558637899
1,"[1.65, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06420116562293
1,"[1.29, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.952662915006158
1,"[1.44, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645197832446
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[3.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.969725661140235
1,"[2.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936000614950458
1,"[1.6, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941241098710657
1,"[1.49, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944558964713561
1,"[1.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.947875138955384
1,"[1.19, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.957716104064833
1,"[1.5, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06441360144385
1,"[1.35, 900.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",165.06526297973704
1,"[1.9, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640154195215
1,"[1.24, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.955106139703604
1,"[1.95, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936069957314757
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[2.18, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06405716163255
1,"[1.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.947875138955384
1,"[2.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936000614950458
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.32, 1440.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",374.93660888930265
1,"[1.23, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.955614796115887
1,"[2.33, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.939740397001563
1,"[1.44, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645197832446
1,"[1.7, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938927095671913
1,"[2.08, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.93623781712786
1,"[1.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936306677683088
1,"[1.93, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.064007268349
1,"[2.23, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937837391329458
1,"[1.68, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0641677673861
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[1.84, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936811669489591
1,"[2.77, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95605612485459
1,"[1.95, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400351737284
1,"[1.8, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937282214974733
1,"[1.84, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936811669489591
1,"[1.64, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940235220698517
1,"[1.44, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645197832446
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.84, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936811669489591
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[3.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.969725661140235
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.86, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06403100053984
1,"[1.91, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936245943670064
1,"[2.3, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0641558417469
1,"[1.88, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936448230078007
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.34, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.950386511719369
1,"[1.74, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938188834319924
1,"[1.6, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941241098710657
1,"[1.26, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95410883636335
1,"[1.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936306677683088
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[1.48, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.944900699897623
1,"[2.36, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940441770235593
1,"[2.6, 900.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",165.0651061174643
1,"[1.64, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06421297162285
1,"[1.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940724781944162
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[1.15, 1600.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",534.9366685208353
1,"[1.99, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936001092990066
1,"[2.04, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06400330105583
1,"[2.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640702420434
1,"[1.21, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.936281909815
1,"[4.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.097780392157002
1,"[1.9, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640154195215
1,"[1.2, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0650656956649
1,"[2.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936000614950458
1,"[2.04, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9360008956003
1,"[1.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.962833941797271
1,"[2.9, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.963349530429356
1,"[1.25, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06493597422383
1,"[1.43, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.946709615490644
1,"[2.67, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95121257991473
1,"[2.8, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.957639251225457
1,"[1.63, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940476656713482
1,"[1.6, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0642635618928
1,"[1.65, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940000474223568
1,"[2.5, 2160.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",1094.9361161274983
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[1.9, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640154195215
1,"[3.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.969725661140235
1,"[1.5, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.06441360144385
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[1.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.962833941797271
1,"[1.7, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.938927095671913
1,"[1.44, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0645197832446
1,"[2.65, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.950323948657449
1,"[1.87, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936529048269563
1,"[2.4, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.941470582569858
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[2.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936000614950458
1,"[2.1, 768.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",297.0640183050948
1,"[2.2, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937396987755278
1,"[2.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936364067931676
1,"[1.28, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.953138216769096
1,"[2.07, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936184734054425
1,"[1.1, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.962833941797271
1,"[4.42, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",15.131465844715787
1,"[2.0, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936000614950458
1,"[1.84, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.936811669489591
1,"[1.54, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.942950553682511
1,"[1.4, 1440.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",374.93647324736213
1,"[1.32, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.951277049463048
1,"[2.69, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.952127910428015
1,"[2.59, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.947818297323542
1,"[1.8, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.937282214974733
1,"[1.62, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.940724781944162
1,"[1.26, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95410883636335
1,"[1.37, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949100775959751
1,"[1.37, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949100775959751
1,"[1.22, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.956130121451888
1,"[2.77, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.95605612485459
1,"[1.36, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.949522677657653
1,"[2.71, 1080.0]",0,39830.79106810795,"[1.995714, 1065.0639999999999]",14.953069935294238
